url,vehicle,rescue_sheet,advanced_ecall,multi_collision_brake,submergence_check,system_name,type,operational_from,speed_limit_information_function,speed_control_function,applies_to,fatigue,emergency_lane_keeping,lane_keep_assist,human_machine_interface,sensor_used,distraction,impairment,additional_information,avoidance,warning_function,speed_limitation_function,warning,lka_confirmation_test,ldw_confirmation_test,variant
https://www.euroncap.com/en/results/hongqi/ehs7/58093,Hongqi EHS7,"Available, ISO compliant",Available,Available,Compliant,IFC,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/lucid/gravity/57964,Lucid Gravity,"Available, ISO compliant",Available,Available,Partially Compliant,Front Collision Protection,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),"Front and rear seats, including optional third row",Drowsiness and Microsleep,Good,Marginal,Good,camera and radar,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/skoda/elroq/57983,Škoda Elroq,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/skoda/enyaq/57984,Škoda Enyaq,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/cupra/leon/57958,CUPRA Leon,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/toyota/bz4x/57986,Toyota bZ4X,"Available, ISO compliant",Available,Available,Compliant,Pre-Collision System as part of Toyota Safety Sense,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness and Sleep,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/seat/leon/57982,SEAT Leon,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/subaru/solterra/57991,Subaru Solterra,"Available, ISO compliant",Available,Available,Compliant,Pre-Collision System as part of Toyota Safety Sense,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness and Sleep,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/vw/id.3/57989,VW ID.3,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/bmw/2+series+gran+coupé/57955,BMW 2 Series Gran Coupe,"Available, ISO compliant",Available,Available,Compliant,Front collision warning with brake intervention,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera,,,,,,,,,,
https://www.euroncap.com/en/results/kia/ev5/57962,Kia EV5,"Available, ISO compliant",Available,Available,Compliant,Forward Collision-Avoidance Assist (FCA),Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long and Short Distraction,,,,,,,,,
