url,vehicle,rescue_sheet,advanced_ecall,multi_collision_brake,submergence_check,system_name,type,operational_from,speed_limit_information_function,speed_control_function,applies_to,fatigue,emergency_lane_keeping,lane_keep_assist,human_machine_interface,sensor_used,distraction,impairment,additional_information,avoidance,warning_function,speed_limitation_function,warning,lka_confirmation_test,ldw_confirmation_test,variant
https://www.euroncap.com/en/results/mg/mgs9+phev/57965,MG MGS9 PHEV,"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera,,,,,,,,,,
https://www.euroncap.com/en/results/audi/a3/57954,Audi A3,"Available, ISO compliant",Available,Available,Compliant,Active Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Speed Limitation Function (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/toyota/yaris+cross/57987,Toyota Yaris Cross,"Available, ISO compliant",Available,Available,Compliant,Pre-Collision System as part of Toyota Safety Sense,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/vw/multivan/57087,Volkswagen Multivan,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera based, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),"Front and rear seats, including third row",Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/vw/caddy/57988,Volkswagen Caddy,"Available, ISO compliant",Available,Available,Compliant,"Notbremsassistent ""Front Assist"" mit Fußgänger- und Radfahrererkennung",Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),"Front and rear seats, including optional third row",Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/byd/seal+6/57956,BYD SEAL 6,"Available, ISO compliant",Available,Available,Compliant,Collision Avoidance Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long Distraction,,,,,,,,,
https://www.euroncap.com/en/results/nissan/micra/57992,Nissan Micra,"Available, ISO compliant",Available,Available,Compliant,Active Emergency Braking System,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Adequate,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/nissan/qashqai/57980,Nissan Qashqai,"Available, ISO compliant",Available,Not available,Partially Compliant,Intelligent Emergency Braking (IEB),Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/mercedes-benz/cle+coupé/58374,Mercedes-Benz CLE Coupé,"Available, ISO compliant",Available,Available,Partially Compliant,Active Brake Assist,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Adequate,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/volvo/ex90/57990,Volvo EX90,"Available, ISO compliant",Available,Available,Compliant,Forward Collison Avoidance,Autonomous emergency braking and forward collision warning,1 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),"Front and rear seats, including optional third row","Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,Unresponsive Driver,,,,,,,,
https://www.euroncap.com/en/results/leapmotor/b10/57963,Leapmotor B10,"Available, ISO compliant",Available,Available,Compliant,AEB+FCW,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Good,Good,Good,camera,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/tesla/model+y/57985,Tesla Model Y,"Available, ISO compliant",Available,Available,Compliant,Collision Avoidance Assist,Autonomous emergency braking and forward collision warning,1 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness and Microsleep,Good,Good,Good,camera,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/voyah/courage/54896,Voyah COURAGE,"Available, ISO compliant",Available,Available,Compliant,Automatic Emergency Braking,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/toyota/c-hr/51098,Toyota C-HR,"Available, ISO compliant",Available,Available,Compliant,Pre-Collision System,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,Camera and Radar,,,,,,,,,,
https://www.euroncap.com/en/results/honda/cr-v/51119,Honda CR-V,"Available, ISO compliant",Available,Available,Partially Compliant,Collision Mitigation Braking System,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/mitsubishi/grandis/57617,Mitsubishi Grandis,"Available, ISO compliant",Available,Available,Compliant,Active emergency braeking system,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/mg/p9+ev/55590,MG P9 EV,"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/renault/4+e-tech+electric/54891,Renault 4 E-Tech Electric,"Available, ISO compliant",Available,Available,Compliant,Active Emergency Braking System,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Adequate,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/dacia/bigster/54881,Dacia Bigster,"Available, ISO compliant",Available,Available,Partially Compliant,LANE DEPARTURE PREVENTION,Autonomous emergency braking and forward collision warning,0 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Marginal,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/audi/a6/54533,Audi A6,"Available, ISO compliant",Available,Available,Compliant,Active Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/maxus/eterron+9/53411,Maxus eTERRON 9,"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/mazda/cx-80/53413,MAZDA CX-80,"Available, ISO compliant",Available,Available,Compliant,Smart Brake Support,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),"Front and rear seats, including third row",Drowsiness and Microsleep,Good,Good,Good,camera and radar,Long Distraction,,,,,,,,,
https://www.euroncap.com/en/results/deepal/s07/53561,Deepal S07,"Available, ISO compliant",Available,Available,Compliant,AEB Car to Car,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/porsche/macan/53415,Porsche Macan,"Available, ISO compliant",Available,Available,Partially Compliant,Warn- und Bremsassistent,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/volvo/ex30/53420,Volvo EX30,"Available, ISO compliant",Available,Available,Compliant,Safe Space Technology,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Good,Good,Good,camera and radar,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/audi/a5/53405,Audi A5,"Available, ISO compliant",Available,Available,Compliant,Active Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/leapmotor/c10/53757,Leapmotor C10,"Available, ISO compliant",Available,Available,Compliant,FSC,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Sleep,Good,Good,Good,camera,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/mini/countryman/53414,MINI Countryman,"Available, ISO compliant",Available,Available,Compliant,Front collision warning with brake intervention,LKA and ELK,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/subaru/forester/53418,SUBARU Forester,"Available, ISO compliant",Available,Available,Compliant,EyeSight,Autonomous emergency braking and forward collision warning,1 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/lexus/lbx/53408,Lexus LBX,"Available, ISO compliant",Available,Available,Compliant,Pre-Collision System,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/hyundai/santa+fe/53407,Hyundai Santa Fe,"Available, ISO compliant",Available,Available,Compliant,Forward Collision-Avoidance Assist (FCA),Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter default ON (accurate to 5km/h),"Front and rear seats, including optional third row","Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/renault/5/53416,Renault 5 E-Tech Electric,"Available, ISO compliant",Available,Available,Compliant,Active Emergency Braking System,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Adequate,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/alpine/a290/53956,Alpine A290,"Available, ISO compliant",Available,Available,Compliant,Active Emergency Braking System,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Adequate,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/mg/zs+hybrid/53779,MG ZS Hybrid,"Available, ISO compliant",Available,Available,Partially Compliant,AEB,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera,,,,,,,,,,
https://www.euroncap.com/en/results/cupra/tavascan/53133,Cupra Tavascan,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/ford/capri/53135,Ford Capri,"Available, ISO compliant",Available,Available,Compliant,Pre-Collision Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/mitsubishi/asx/53137,Mitsubishi ASX,"Available, ISO compliant",Available,Available,Compliant,Active emergency braeking system,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/ford/tourneo+courier/53070,Ford Tourneo Courier,"Available, ISO compliant",Available,Available,Partially Compliant,Pre-Collision System,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/audi/q6+e-tron/52560,Audi Q6 e-tron,"Available, ISO compliant",Available,Available,Compliant,Active Front Assist,Autonomous emergency braking,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/xpeng/g6/52567,XPENG G6,"Available, ISO compliant",Available,Available,Compliant,Forward Collision Warning,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/ford/explorer/52561,Ford Explorer,"Available, ISO compliant",Available,Available,Compliant,Pre-Collision Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/subaru/crosstrek/52565,Subaru Crosstrek,"Available, ISO compliant",Available,Available,Compliant,EyeSight,Autonomous emergency braking and forward collision warning,1 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/subaru/impreza/52566,Subaru Impreza,"Available, ISO compliant",Available,Available,Compliant,EyeSight,Autonomous emergency braking and forward collision warning,1 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/renault/captur/52564,Renault Captur II,"Available, ISO compliant",Available,Available,Compliant,Active emergency braeking system,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/renault/symbioz/52563,Renault Symbioz,"Available, ISO compliant",Available,Available,Compliant,Active emergency braeking system,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/jeep/avenger/52562,Jeep Avenger,"Available, ISO compliant",Available,Not available,Partially Compliant,AUTOMATIC BRAKING SYSTEM,Autonomous emergency braking and forward collision warning,8 km/h,"Camera based, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/mercedes-benz/e-class/51910,Mercedes-Benz E-Class,"Available, ISO compliant",Available,Available,Partially Compliant,Active Brake Assist,Autonomous emergency braking and forward collision warning,7 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/vw/passat/51928,VW Passat,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/skoda/superb/51925,Škoda Superb,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/skoda/kodiaq/51924,Škoda Kodiaq,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),"Front and rear seats, including optional third row",Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/dacia/duster/51909,Dacia Duster,"Available, ISO compliant",Available,Available,Partially Compliant,LANE DEPARTURE PREVENTION,Autonomous emergency braking and forward collision warning,0 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Marginal,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/suzuki/swift/51926,Suzuki Swift,"Available, ISO compliant",Available,Not available,Partially Compliant,Dual Sensor Brake Support 2,Autonomous emergency braking and forward collision warning,5 km/h,"Camera based, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/zeekr/x/51447,ZEEKR X,"Available, ISO compliant",Available,Available,Compliant,Collision Mitigation Support Front,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera radar fusion,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/zeekr/001/51446,ZEEKR 001,"Available, ISO compliant",Available,Available,Compliant,Collision Mitigation Support Front,Autonomous emergency braking and forward collision warning,4 km/h,"Camera based, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness and Sleep,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/maxus/mifa+7/51443,MAXUS MIFA 7,"Available, ISO compliant",Available,Available,Partially Compliant,AEB,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/vw/tiguan/51445,VW Tiguan,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/ford/tourneo+custom/51197,Ford Tourneo Custom,"Not available in some countries, not ISO compliant",Available,Available,Partially Compliant,Pre-Collision Assist (PCA),Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),"Front and rear seats, including third row",Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/vw/id.4/57086,Volkswagen ID.4,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/hyundai/inster/55584,Hyundai INSTER,"Available, ISO compliant",Available,Available,Compliant,Forward Collision-Avoidance Assist (FCA),Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long and Short Distraction,,,,,,,,,
https://www.euroncap.com/en/results/skoda/enyaq+iv/42455,Skoda ENYAQ iV,"Available, ISO compliant",Available,Available,,Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",System advised (accurate to 5km/h),Front and rear seats,,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/chery/tiggo+8/55575,Chery TIGGO 8,"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Adequate,Good,Good,camera,Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/lynk+%26+co/02/55585,Lynk & Co 02,"Available, ISO compliant",Available,Available,Compliant,Autonomous Emergency Brake,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/cadillac/optiq/57629,Cadillac OPTIQ,"Available, ISO compliant",Available,Available,Partially Compliant,Enhanced Automatic Emergency Braking,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,Unresponsive Driver,,,,,,,,
https://www.euroncap.com/en/results/im/im5/57080,IM IM5,"Available, ISO compliant",Available,Available,Partially Compliant,Car to Car Active Safety,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera and radar,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/mg/mgs6+ev/57082,MG MGS6 EV,"Available, ISO compliant",Available,Available,Partially Compliant,Driver Monitoring System,Autonomous emergency braking and forward collision warning,4 km/h,Camera & Map,Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Marginal,Good,camera,,,,,,,,,,
https://www.euroncap.com/en/results/mazda/6e/56201,Mazda 6e,"Available, ISO compliant",Available,Available,Compliant,Smart Brake Support(SBS) & Forward Obstruction Warning (FOW),Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Marginal,Good,camera and radar,Long Distraction,,,,,,,,,
https://www.euroncap.com/en/results/audi/q3/57233,Audi Q3,"Available, ISO compliant",Available,Available,Compliant,Active Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/cupra/born/57074,Cupra BORN,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/skoda/octavia/57083,Škoda Octavia,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/vw/golf/57085,VW Golf,"Available, ISO compliant",Available,Available,Compliant,Front Assist,Autonomous emergency braking and forward collision warning,4 km/h,"Camera & Map, subsigns supported",Intelligent Speed Limiter not default ON (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/chery/tiggo+7/57602,Chery TIGGO 7 (reassessment),"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Adequate,Good,Good,camera,Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/ebro/s700/55581,EBRO s700,"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Adequate,Good,Good,camera,Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/chery/tiggo+8/57630,Chery TIGGO 8 (reassessment),"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Adequate,Good,Good,camera,Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/ebro/s800/55582,EBRO s800,"Available, ISO compliant",Available,Available,Compliant,AEB,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Microsleep and Sleep,Adequate,Good,Good,camera,Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/hongqi/ehs5/57078,Hongqi EHS5,"Available, ISO compliant",Available,Available,Compliant,IFC,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera,Long & Short Distraction and Phone Use,,,,,,,,,
https://www.euroncap.com/en/results/ds/n°8/56167,DS N°8,"Available, ISO compliant",Available,Available,Partially Compliant,Active Safety Brake,Autonomous emergency braking and forward collision warning,8 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,Drowsiness,Good,Good,Good,camera and radar,,,,,,,,,,
https://www.euroncap.com/en/results/dongfeng/box/57178,Dongfeng BOX,"Available, ISO compliant",Available,Available,Partially Compliant,Driver Monitoring System,Autonomous emergency braking and forward collision warning,5 km/h,"Camera & Map, subsigns supported",Intelligent ACC (accurate to 5km/h),Front and rear seats,"Drowsiness, Microsleep and Sleep",Good,Good,Good,camera,Long Distraction,,,,,,,,,
