amanufacturer,bmodel,cderivative,dncap_safetystar_rating,encap_safetyadult_occupants%_score,fncap_safetychild_occupants%_score,gncap_safetypedestrians%_score,hncap_safetysafety_assist%_score
VOLVO,EC40 ESTATE,325kW TM Perf Plus Pro Black Ed 82kWh 5dr Auto,5,92,89,70,89
VOLVO,EC40 ESTATE,325kW TM Perf Ultra Black Edition 82kWh 5dr Auto,5,92,89,70,89
VOLVO,EX30 ESTATE,200kW Single Motor Core 51kWh 5dr Auto,5,88,85,79,80
VOLVO,EX30 ESTATE,200kW Single Motor Plus 51kWh 5dr Auto,5,88,85,79,80
VOLVO,EX30 ESTATE,200kW SM Extended Range Core 69kWh 5dr Auto,5,88,85,79,80
VOLVO,EX30 ESTATE,200kW SM Extended Range Plus 69kWh 5dr Auto,5,88,85,79,80
VOLVO,EX30 ESTATE,200kW SM Extended Range Ultra 69kWh 5dr Auto,5,88,85,79,80
VOLVO,EX30 ESTATE,315kW TM Perf Cross Country Ultra 69kWh 5dr Auto,5,88,85,79,80
VOLVO,EX30 ESTATE,315kW Twin Motor Performance Plus 69kWh 5dr Auto,5,88,85,79,80
VOLVO,EX30 ESTATE,315kW Twin Motor Performance Ultra 69kWh 5dr Auto,5,88,85,79,80
VOLVO,XC40 ELECTRIC ESTATE,175kW Recharge Core 69kWh 5dr Auto,5,97,87,71,76
VOLVO,XC40 ELECTRIC ESTATE,300kW Recharge Twin Core 82kWh 5dr AWD Auto,5,97,87,71,76
XPENG,G6 ESTATE,185kW 68kWh Standard Range RWD 5dr Auto,5,88,85,81,75
XPENG,G6 ESTATE,190kW 66kWh Standard Range RWD 5dr Auto,5,88,85,81,75
XPENG,G6 ESTATE,210kW 88kWh Long Range RWD 5dr Auto,5,88,85,81,75
XPENG,G6 ESTATE,218kW 80kWh Long Range RWD 5dr Auto,5,88,85,81,75
