amanufacturer,bmodel,cderivative,dncap_safetystar_rating,encap_safetyadult_occupants%_score,fncap_safetychild_occupants%_score,gncap_safetypedestrians%_score,hncap_safetysafety_assist%_score
LEXUS,RZ ELECTRIC ESTATE,300e 150kW Takumi 71 kWh 5dr Auto [Bi-tone],5,87,87,84,81
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Dir4 Premium + 71 kWh 5dr Auto Bi-tone,5,87,87,84,81
LEXUS,RZ ELECTRIC ESTATE,"450e 230kW Dir4 Premium 71 kWh 5dr Auto 20"" Wheels",5,87,87,84,81
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Dir4 Takumi 71 kWh 5dr Auto [Bi-tone],5,87,87,84,81
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Direct4 Premium + 71 kWh 5dr Auto,5,87,87,84,81
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Direct4 Takumi 71 kWh 5dr Auto,5,87,87,84,81
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh Premium 5dr E-CVT,5,96,85,82,77
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh Premium Plus 5dr E-CVT,5,96,85,82,77
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh Premium Plus Tech 5dr E-CVT,5,96,85,82,77
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh Takumi 5dr E-CVT,5,96,85,82,77
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh Urban 5dr E-CVT,5,96,85,82,77
MAXUS,MIFA 7 ESTATE,180kW Elite [7 Seat] 77kWh 5dr Auto,5,92,87,81,75
MAXUS,MIFA 7 ESTATE,180kW Luxury [7 Seat] 77kWh 5dr Auto,5,92,87,81,75
MAXUS,MIFA 7 ESTATE,180kW Premium [7 Seat] 90kWh 5dr Auto,5,92,87,81,75
MAXUS,MIFA 9 ESTATE,180kW Elite [7 Seat] 90kWh 5dr Auto,5,93,89,73,83
MAXUS,MIFA 9 ESTATE,180kW Elite [8 Seat] 90kWh 5dr Auto,5,93,89,73,83
MAXUS,MIFA 9 ESTATE,180kW Luxury [7 Seat] 90kWh 5dr Auto,5,93,89,73,83
MAXUS,MIFA 9 ESTATE,180kW Luxury [8 Seat] 90kWh 5dr Auto,5,93,89,73,83
MAXUS,MIFA 9 ESTATE,180kW Premium [7 Seat] 90kWh 5dr Auto,5,93,89,73,83
MERCEDES-BENZ,EQA HATCHBACK,EQA 250+ 140kW AMG Line Prem Plus 70.5kWh 5dr Auto,5,97,90,81,75
MERCEDES-BENZ,EQA HATCHBACK,EQA 250+ 140kW AMG Line Premium 70.5kWh 5dr Auto,5,97,90,81,75
MERCEDES-BENZ,EQA HATCHBACK,EQA 250+ 140kW Sport Executive 70.5kWh 5dr Auto,5,97,90,81,75
MERCEDES-BENZ,EQA HATCHBACK,EQA 300 4M 168kW AMG Line Executive 70.5kWh 5dr At,5,97,90,81,75
MERCEDES-BENZ,EQA HATCHBACK,EQA 300 4M 168kW AMG Line Prem Plus 70.5kWh 5dr At,5,97,90,81,75
MERCEDES-BENZ,EQA HATCHBACK,EQA 300 4M 168kW AMG Line Premium 70.5kWh 5dr Auto,5,97,90,81,75
MERCEDES-BENZ,EQA HATCHBACK SPECIAL EDITION,EQA 250+ 140kW Urban Edition 70.5kWh 5dr Auto,5,97,90,81,75
MERCEDES-BENZ,EQB ESTATE,EQB 250+ 140kW AMG Line Prem Plus 70.5kWh 5dr Auto,5,95,91,78,74
MERCEDES-BENZ,EQB ESTATE,EQB 250+ 140kW AMG Line Premium 70.5kWh 5dr Auto,5,95,91,78,74
MERCEDES-BENZ,EQB ESTATE,EQB 250+ 140kW Sport Executive 70.5kWh 5dr Auto,5,95,91,78,74
MERCEDES-BENZ,EQB ESTATE,EQB 300 4M 168kW AMG Line Executive 70.5kWh 5dr At,5,95,91,78,74
MERCEDES-BENZ,EQB ESTATE,EQB 300 4M 168kW AMG Line Prem Plus 70.5kWh 5dr At,5,95,91,78,74
MERCEDES-BENZ,EQB ESTATE,EQB 300 4M 168kW AMG Line Premium 70.5kWh 5dr Auto,5,95,91,78,74
MERCEDES-BENZ,EQB ESTATE SPECIAL EDITION,EQB 250+ 140kW Urban Edition 70.5kWh 5dr Auto,5,95,91,78,74
MERCEDES-BENZ,EQE AMG ESTATE,E53 4Matic+ 460kW Night Ed Premium+ 91kWh 5dr Auto,5,87,90,80,85
MERCEDES-BENZ,EQE AMG ESTATE,E53 4Matic+ 460kW Night Edition 91kWh 5dr Auto,5,87,90,80,85
MERCEDES-BENZ,EQE AMG SALOON,"E53 4Matic+ 460kW Night Ed 91kWh 4dr Auto [20""]",5,95,91,83,81
MERCEDES-BENZ,EQE AMG SALOON,E53 4Matic+ 460kW Night Ed Premium+ 91kWh 4dr Auto,5,95,91,83,81
MERCEDES-BENZ,EQE ESTATE,350 4M 235kW AMG Line Night Ed Prem 91kWh 5dr Auto,5,87,90,80,85
MERCEDES-BENZ,EQE ESTATE,350 4M 235kW AMG Line Night Ed Prem+ 91kWh 5dr At,5,87,90,80,85
MERCEDES-BENZ,EQE ESTATE,350+ 235kW AMG Line Night Ed Prem 96kWh 5dr Auto,5,87,90,80,85
MERCEDES-BENZ,EQE ESTATE,350+ 235kW AMG Line Night Ed Prem+ 96kWh 5dr Auto,5,87,90,80,85
MERCEDES-BENZ,EQE ESTATE,500 4M 330kW AMG Line Night Ed Prem 96kWh 5dr Auto,5,87,90,80,85
MERCEDES-BENZ,EQE ESTATE,500 4M 330kW AMG Line Night Ed Prem+ 96kWh 5dr At,5,87,90,80,85
MERCEDES-BENZ,EQE SALOON,EQE 350+ 235kW AMG Line Edition 96kWh 4dr Auto,5,95,91,83,81
MERCEDES-BENZ,EQE SALOON,EQE 350+ 235kW AMG Line Nt Ed Prem 96kWh 4dr Auto,5,95,91,83,81
MERCEDES-BENZ,EQE SALOON,EQE 350+ 235kW AMG Line Nt Ed Prem+ 96kWh 4dr Auto,5,95,91,83,81
MERCEDES-BENZ,EQE SALOON,EQE 350+ 235kW Sport Edition 96kWh 4dr Auto,5,95,91,83,81
MERCEDES-BENZ,EQE SALOON,EQE 500 4M 330kW AMG Line Edition 91kWh 4dr Auto,5,95,91,83,81
MERCEDES-BENZ,EQE SALOON,EQE 500 4M 330kW AMG Line Nt Ed Prem+ 91kWh 4dr At,5,95,91,83,81
MERCEDES-BENZ,EQE SALOON,EQE 500 4M 330kW AMG Ln Night Ed Prem 91kWh 4dr At,5,95,91,83,81
MERCEDES-BENZ,EQS ESTATE,EQS 450 4M 265kW AMG Line Premium+ 118kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS ESTATE,EQS 450 4M 265kW Business Class 118kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS ESTATE,EQS 580 4M 400kW AMG Line Premium+ 118kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS ESTATE,EQS 580 4M 400kW Business Class 118kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS ESTATE,Maybach 680 484kW 1st Class Night 118kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS ESTATE,Maybach EQS 680 484kW First Class 118kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 350 215kW AMG Line Premium 96kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 350 215kW AMG Line Premium+ 96kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 350 215kW Business Class 96kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 450 4M 265kW AMG Line Premium 118kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 450 4M 265kW AMG Line Premium+ 118kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 450 4M 265kW Business Class 118kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 450+ 265kW AMG Line Premium 118kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 450+ 265kW AMG Line Premium+ 118kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,EQS SALOON,EQS 450+ 265kW Business Class 118kWh 4dr Auto,5,96,91,76,80
MERCEDES-BENZ,G CLASS ELECTRIC STATION WAGON,G 580 432kW EQ Tech AMG Line Prem+ 116kWh 5dr Auto,5,90,83,78,72
MERCEDES-BENZ,GLC ELECTRIC ESTATE,GLC 400 4M 360kW AMG Line Premium 94kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,GLC ELECTRIC ESTATE,GLC 400 4M 360kW AMG Line Premium+ 94kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,GLC ELECTRIC ESTATE,GLC 400 4M 360kW Premier Edition 94kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,GLC ELECTRIC ESTATE,GLC 400 4MATIC 360kW AMG Line 94kWh 5dr Auto,5,96,91,76,80
MERCEDES-BENZ,GLC ELECTRIC ESTATE,GLC 400 4MATIC 360kW Sport 94kWh 5dr Auto,5,96,91,76,80
MG MOTOR UK,IM5 ELECTRIC HATCHBACK,217kW Standard Range 75kWh 5dr Auto,5,89,85,85,87
MG MOTOR UK,IM5 ELECTRIC HATCHBACK,300kW Long Range 100kWh 5dr Auto,5,89,85,85,87
MG MOTOR UK,IM5 ELECTRIC HATCHBACK,553kW Performance 100kWh 5dr Auto,5,89,85,85,87
MG MOTOR UK,MG4 HATCHBACK,125kW SE [Nav] EV 49kWh 5dr Auto,5,83,80,75,78
MG MOTOR UK,MG4 HATCHBACK,150kW SE [Nav] EV Long Range 64kWh 5dr Auto,5,83,80,75,78
MG MOTOR UK,MG4 HATCHBACK,150kW Trophy EV Long Range 64kWh 5dr Auto,5,83,80,75,78
MG MOTOR UK,MG4 HATCHBACK,180kW Trophy EV Extended Range 77kWh 5dr Auto,5,83,80,75,78
MG MOTOR UK,MG4 HATCHBACK,320kW EV XPOWER 64kWh 5dr Auto,5,83,80,75,78
MG MOTOR UK,MGS5 ELECTRIC ESTATE,125kW SE EV 49kWh 5dr Auto,5,90,82,82,78
MG MOTOR UK,MGS5 ELECTRIC ESTATE,170kW SE EV Long Range 64kWh 5dr Auto,5,90,82,82,78
MG MOTOR UK,MGS5 ELECTRIC ESTATE,170kW Trophy EV Long Range 64kWh 5dr Auto,5,90,82,82,78
MG MOTOR UK,MGS6 ELECTRIC ESTATE,180kW SE EV Long Range 77kWh 5dr Auto,5,92,85,84,78
MG MOTOR UK,MGS6 ELECTRIC ESTATE,180kW Trophy EV Long Range 77kWh 5dr Auto,5,92,85,84,78
MG MOTOR UK,MGS6 ELECTRIC ESTATE,266kW Trophy EV Dual Motor 77kWh 5dr Auto,5,92,85,84,78
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Classic [Level 1] 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Classic [Level 2] 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Classic 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Exclusive [Level 1] 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Exclusive [Level 2] 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Exclusive 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Monochrome 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Sport [Level 1] 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Sport [Level 2] 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Sport [Level 3] 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,135kW E Sport 43kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Classic [Level 2] 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Classic 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Exclusive [Level 2] 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Exclusive [Level 3] 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Exclusive 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Sport [Level 2] 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Sport [Level 3] 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,160kW SE Sport 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,190kW John Cooper Works [Level 2] 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,190kW John Cooper Works [Level 3] 54kWh 5dr Auto,5,83,87,77,79
MINI,ACEMAN ELECTRIC HATCHBACK,190kW John Cooper Works 54kWh 5dr Auto,5,83,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Classic [Level 1] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Classic [Level 2] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Classic 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Exclusive [Level 1] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Exclusive [Level 2] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Exclusive 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Paul Smith Ed [Level 2] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Paul Smith Ed [Level 3] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Paul Smith Edition 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Sport [Level 1] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Sport [Level 2] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Sport [Level 3] 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,135kW E Sport 41kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Classic [Level 2] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Classic 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Exclusive [Level 2] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Exclusive [Level 3] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Exclusive 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Paul Smith Ed [Level 2] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Paul Smith Ed [Level 3] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Paul Smith Edition 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Sport [Level 2] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Sport [Level 3] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,160kW SE Sport 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,190kW John Cooper Works [Level 2] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,190kW John Cooper Works [Level 3] 54kWh 3dr Auto,5,89,87,77,79
MINI,COOPER ELECTRIC HATCHBACK,190kW John Cooper Works 54kWh 3dr Auto,5,89,87,77,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Classic [Level 1] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Classic [Level 2] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Classic 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Exclusive [Level 1] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Exclusive [Level 2] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Exclusive [Level 3] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Exclusive 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Monochrome 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Sport [Level 1] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Sport [Level 2] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Sport [Level 3] 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,150kW E Sport 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Classic [Level 1] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Classic [Level 2] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Classic ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Exclusive [Level 1] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Exclusive [Level 2] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Exclusive [Level 3] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Exclusive ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Sport [Level 1] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Sport [Level 2] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Sport [Level 3] ALL4 66kWh 5dr Auto,5,83,87,81,79
MINI,COUNTRYMAN ELECTRIC HATCHBACK,230kW SE Sport ALL4 66kWh 5dr Auto,5,83,87,81,79
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Advance 63kWh 22kWCh 5dr Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Advance 63kWh 22kWCh 5dr Auto [Sky Pack],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Advance 63kWh 5dr Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Advance 63kWh 5dr Auto [Sky Pack],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Evolve 63kWh 22kWCh 5dr Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Evolve 63kWh 22kWCh 5dr Auto [Sport Pack],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Evolve 63kWh 5dr Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Evolve 63kWh 5dr Auto [Nappa Leather],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Evolve 63kWh 5dr Auto [Sport Pack],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,178kW Advance 87kWh 22kWCh 5dr Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,178kW Advance 87kWh 22kWCh 5dr Auto [Sky Pack],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,178kW Evolve 87kWh 22kWCh 5dr Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,178kW Evolve 87kWh 22kWCh 5dr Auto [Leather],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,178kW Evolve 87kWh 22kWCh 5dr Auto [Sport Pack],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,225kW Advance 87kWh 22kWCh 5dr e-4ORCE Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,225kW Advance 87kWh 22kWCh 5dr e-4ORCE Auto [Sky],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,225kW Evolve 87kWh 22kWCh 5dr e-4ORCE Auto,5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,225kW Evolve 87kWh 22kWCh 5dr e-4ORCE Auto [Lthr],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK,225kW Evolve 87kWh 22kWCh 5dr e-4ORCE Auto[SprtPk],5,86,89,74,93
NISSAN,ARIYA ELECTRIC HATCHBACK SPECIAL EDITIONS,160kW Shiro 63kWh 5dr Auto,5,86,89,74,93
OMODA,5 ELECTRIC ESTATE,155kW Knight 61kWh 5dr Auto,5,87,87,68,88
OMODA,5 ELECTRIC ESTATE,155kW Noble 61kWh 5dr Auto,5,87,87,68,88
PEUGEOT,E-3008 ELECTRIC ESTATE,157kW Allure 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,157kW Allure Premium 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,157kW GT 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,157kW GT Premium 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,169kW Long Range Allure 97kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,169kW Long Range GT 97kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,169kW Long Range GT Premium 97kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,239kW Dual Motor GT 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-3008 ELECTRIC ESTATE,239kW Dual Motor GT Premium 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,157kW Allure 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,157kW Allure Premium 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,157kW GT 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,157kW GT Premium 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,170kW Long Range Allure 97kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,170kW Long Range GT 97kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,170kW Long Range GT Premium 97kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,239kW Dual Motor GT 73kWh 5dr Auto,4,80,85,79,62
PEUGEOT,E-5008 ELECTRIC ESTATE,239kW Dual Motor GT Premium 73kWh 5dr Auto,4,80,85,79,62
POLESTAR,2 FASTBACK,200kW 70kWh Standard Range SM Prime [Pro] 5dr Auto,5,93,89,80,83
POLESTAR,2 FASTBACK,200kW 70kWh Standard Range SM Prime 5dr Auto,5,93,89,80,83
POLESTAR,2 FASTBACK,220kW 82kWh Long Range Single motor Prime 5dr Auto,5,93,89,80,83
POLESTAR,2 FASTBACK,220kW 82kWh Long Range SM Prime [Pro] 5dr Auto,5,93,89,80,83
POLESTAR,2 FASTBACK,310kW 82kWh Long Range DM Prime [Pro] 5dr 4WD Auto,5,93,89,80,83
POLESTAR,2 FASTBACK,310kW 82kWh Long Range DM Prime 5dr 4WD Auto,5,93,89,80,83
POLESTAR,2 FASTBACK,350kW 82kWh LR DM Prime [Performance] 5dr 4WD Auto,5,93,89,80,83
POLESTAR,3 ESTATE,245kW 92kWh Rear Motor 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,245kW 92kWh Rear Motor Plus [Pilot] 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,245kW 92kWh Rear Motor Plus 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,245kW 92kWh Rear Motor Prime 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,400kW 106kWh Dual Motor 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,400kW 106kWh Dual Motor Plus [Pilot] 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,400kW 106kWh Dual Motor Plus 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,400kW 106kWh Dual Motor Prime 5dr Auto,5,90,93,79,83
POLESTAR,3 ESTATE,500kW 106kWh Performance Prime 5dr Auto,5,90,93,79,83
POLESTAR,4 ESTATE,200kW 100kWh Long Range Single Motor 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh Long Range Single Motor Plus 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR Single Motor [Pilot] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR Single Motor [Pro] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR Single Motor Plus [Pilot] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR Single Motor Plus [Pro] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR Single Motor Prime [Pro] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR Single Motor Prime 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR SM [Pilot/Pro] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,200kW 100kWh LR SM Plus [Pilot/Pro] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,400kW 100kWh Long Range Dual Motor Plus 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,400kW 100kWh Long Range Dual Motor Prime 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,400kW 100kWh LR DM Plus [Performance] 5dr Auto,5,92,85,81,79
POLESTAR,4 ESTATE,400kW 100kWh LR DM Plus [Pilot/Perform] 5dr Auto,5,92,85,81,79
